Date,const,lag5,lag21,lag63,coef_sum,train_start,train_end,n_rows,n_obs_stacked
2025-03-05,6.473042511055885e-06,0.08538976806051393,-0.014353861545444914,0.7887055953643758,0.8597415018794448,2024-02-01,2025-02-03,252,16128
2025-03-06,6.461505301611747e-06,0.0864058423643925,-0.014873082936392555,0.7863348061917697,0.8578675656197696,2024-02-02,2025-02-04,252,16128
2025-03-07,6.524332514853046e-06,0.08718489209801375,-0.014230431542280464,0.781945372331234,0.8548998328869672,2024-02-05,2025-02-05,252,16128
2025-03-10,6.5800103827925106e-06,0.08915241500747376,-0.014427862907239665,0.7768211386052993,0.8515456907055334,2024-02-06,2025-02-06,252,16128
2025-03-11,6.652029219085981e-06,0.09149373091413579,-0.016970744834060768,0.7748710201442814,0.8493940062243565,2024-02-07,2025-02-07,252,16128
2025-03-12,6.708083644275123e-06,0.09383151642245181,-0.020610725152956928,0.7743979808474626,0.8476187721169575,2024-02-08,2025-02-10,252,16128
2025-03-13,6.743174803905618e-06,0.09515169157732326,-0.02195209362509933,0.7729168599396004,0.8461164578918243,2024-02-09,2025-02-11,252,16128
2025-03-14,6.7873623088294575e-06,0.09620877578495679,-0.023153718602169512,0.7714314812596753,0.8444865384424626,2024-02-12,2025-02-12,252,16128
2025-03-17,6.861326741084304e-06,0.09632522974276372,-0.024151445393303633,0.770944662629403,0.8431184469788631,2024-02-13,2025-02-13,252,16128
2025-03-18,6.927561660856565e-06,0.09502853554639962,-0.0242605741192864,0.771473352614398,0.8422413140415113,2024-02-14,2025-02-14,252,16128
2025-03-19,7.039746383820709e-06,0.09327308553002694,-0.022349324810282643,0.7704438027100642,0.8413675634298085,2024-02-15,2025-02-18,252,16128
2025-03-20,7.189442274679123e-06,0.09151855082283904,-0.021379676351617676,0.7705962600532279,0.8407351345244493,2024-02-16,2025-02-19,252,16128
2025-03-21,7.35691222264331e-06,0.09019067150864073,-0.021485364908722895,0.7712780894798208,0.8399833960797386,2024-02-20,2025-02-20,252,16128
2025-03-24,7.555943603427604e-06,0.0890438366609355,-0.020698605727053808,0.7699631157722691,0.8383083467061507,2024-02-21,2025-02-21,252,16128
2025-03-25,7.738757778664078e-06,0.09113986375722027,-0.02293687306337833,0.7675956754267463,0.8357986661205883,2024-02-22,2025-02-24,252,16128
2025-03-26,7.910968921411813e-06,0.09302797973662247,-0.021511595221875325,0.7614731014025576,0.8329894859173048,2024-02-23,2025-02-25,252,16128
2025-03-27,8.08582392215615e-06,0.09679594870747846,-0.02181112409625377,0.7550155332443674,0.8300003578555921,2024-02-26,2025-02-26,252,16128
2025-03-28,8.27422421821081e-06,0.10137288502310558,-0.021494120014685508,0.7460722321754023,0.8259509971838224,2024-02-27,2025-02-27,252,16128
2025-03-31,8.439520125074085e-06,0.10119809578392257,-0.02074917764504071,0.7419684630322341,0.822417381171116,2024-02-28,2025-02-28,252,16128
2025-04-01,8.594903765903088e-06,0.09876008257390984,-0.017157786799232057,0.7375296360479815,0.8191319318226593,2024-02-29,2025-03-03,252,16128
2025-04-02,8.732124726621116e-06,0.0922518442450759,-0.012400353082093894,0.7370764237903031,0.8169279149532851,2024-03-01,2025-03-04,252,16128
2025-04-03,8.864201531444473e-06,0.08535720455007365,-0.007477120224223372,0.7368539622135893,0.8147340465394396,2024-03-04,2025-03-05,252,16128
2025-04-04,9.033150467578975e-06,0.07662299205498155,-9.891408642315452e-05,0.7353140219225803,0.8118380998911388,2024-03-05,2025-03-06,252,16128
2025-04-07,9.316812273582634e-06,0.07109770562330715,0.0021480004210642396,0.7368569995672215,0.8101027056115929,2024-03-06,2025-03-07,252,16128
2025-04-08,9.668406920884603e-06,0.06732326820528457,0.001988961746300727,0.7398060510350024,0.8091182809865877,2024-03-07,2025-03-10,252,16128
2025-04-09,9.99425379880152e-06,0.06640933870057619,-0.0010578660600852451,0.7416548862896601,0.807006358930151,2024-03-08,2025-03-11,252,16128
2025-04-10,1.0726740761245308e-05,0.06931529372342708,-0.00916887810657929,0.7449584035884746,0.8051048192053224,2024-03-11,2025-03-12,252,16128
2025-04-11,1.1487951670702275e-05,0.071071053001322,-0.01588025368919436,0.748075276725771,0.8032660760378987,2024-03-12,2025-03-13,252,16128
2025-04-14,1.2262049607286056e-05,0.07591314479861788,-0.025196404202908314,0.7511099972184702,0.8018267378141797,2024-03-13,2025-03-14,252,16128
2025-04-15,1.2993413391339256e-05,0.08438629007358753,-0.03729344922139625,0.7531546586766436,0.8002474995288348,2024-03-14,2025-03-17,252,16128
2025-04-16,1.3701982553345975e-05,0.0877787324756375,-0.0431273505008027,0.7540213916517087,0.7986727736265434,2024-03-15,2025-03-18,252,16128
2025-04-17,1.4428434611838381e-05,0.09109312811964773,-0.04936294848868501,0.7549769015823624,0.7967070812133251,2024-03-18,2025-03-19,252,16128
2025-04-21,1.512082193497804e-05,0.09484210237208633,-0.055688398146060275,0.7554514615303558,0.7946051657563818,2024-03-19,2025-03-20,252,16128
2025-04-22,1.5805011958491284e-05,0.09978027634829993,-0.06372692257995655,0.7562166066217555,0.7922699603900989,2024-03-20,2025-03-21,252,16128
2025-04-23,1.6475517509752642e-05,0.09722748393563638,-0.06093568878027232,0.7555058466440919,0.791797641799456,2024-03-21,2025-03-24,252,16128
